,absolutely,acne,actually,adovia,affordable,amazing,application,apply,argan,art,average,away,awesome,axe,bad,bar,base,beautiful,beauty,best,better,big,bit,black,blush,body,bottle,bought,brand,brush,brushes,buy,care,cheap,clay,clean,cleans,cleanser,cleansing,clear,coat,color,colors,concealer,conditioner,cool,coverage,cream,creamy,cute,daily,dark,daughter,day,days,dead,deal,decent,deep,definitely,designs,did,didn,difference,different,disappointed,disposable,does,doesn,don,dont,dotting,dove,dry,dryer,drying,easy,effective,exactly,excellent,expected,expensive,eye,eyelashes,eyes,eyeshadow,fabulous,face,facial,fantastic,far,fast,favorite,feel,feeling,feels,finally,fine,flat,foundation,fragrance,free,fresh,frizz,fun,gel,gems,gentle,gets,gives,goes,good,gorgeous,got,greasy,great,hair,hands,happy,hard,heavy,helps,high,home,horrible,hot,hype,impressed,inexpensive,iron,item,job,just,kids,know,lashes,lasting,lasts,leave,leaves,left,light,lightweight,like,liked,line,little,long,look,looking,looks,lot,lotion,lots,love,loved,lovely,loves,make,makes,makeup,mascara,mask,meh,men,mild,mineral,miracle,moisture,moisturizer,moisturizing,money,moroccan,mud,nail,nails,natural,need,needs,new,nice,night,non,nyx,oil,oily,ok,okay,olay,old,opi,palette,pay,perfect,pink,plates,pleasant,pleased,polish,powder,pretty,price,primer,product,products,professional,protection,purchase,pure,quality,quick,quickly,razor,real,really,recommend,red,refreshing,results,review,rhinestones,right,salon,say,says,scalp,scent,scrub,sea,sensitive,serum,set,shadow,shampoo,shany,shave,shine,shiny,silky,simple,simply,size,skin,small,smell,smells,smooth,soap,soft,soothing,spf,spray,stamper,stamping,stars,sticky,straightener,strong,stuff,suave,summer,sun,sunscreen,super,sure,surprised,tape,texture,thing,think,time,toner,tool,tools,treatment,tried,try,use,used,uses,using,value,variety,ve,vitamin,wash,waste,way,wen,white,wife,wipes,wonderful,work,worked,working,works,worth,wow,yes
41,0,0,0,0,0,2,0,0,0,8,0,2,9,0,2,0,0,0,0,9,3,0,0,0,0,0,0,3,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,5,1,0,4,0,0,0,0,0,7,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,22,0,1,0,38,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,0,0,1,0,0,0,18,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,18,1,0,1,0,2,9,0,0,0,0,0,1,6,0,0,0,0,0,7,0,3,0,1,1,0,1,3,0,14,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,50,12,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,1,1,7,1,0,1,0,0,2,0,0,1,0,0,0,0,0,1,5,4,1,31,0,1,0
42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,8,0,2,7,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,2,3,0,0,0,21,0,4,0,0,0,0,0,0,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
43,1,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,4,1,0,2,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,11,7,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,28,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,3,1,0,0,0,0,0,0,0,0,1,0,8,0,0,4,0,1,2,2,0,0,0,16,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,9,0,0,12,0,0,2,2,0,0,0,0,1,7,0,0,0,0,0,12,2,5,0,28,0,0,0,0,0,3,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,2
44,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,5,0,2,0,0,0,0,39,0,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9,4,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,4,0,1,2,3,0,0,0,0,0,0,18,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,18,0,0,2,2,0,0,0,0,0,9,4,0,0,0,0,6,4,1,0,6,1,0,0,0,0,1,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,1
45,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,5,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,2,1,0,0,1,1,0,2,19,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,8,1,0,0,0,0,0,0,0,0,0,21,0,4,0,0,0,1,0,0,3,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,2,0
46,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,10,0,0,1,2,2,0,0,0,0,6,0,0,0,0,0,0,6,0,0,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1,1,1,0,0,14,2,0,1,0,0,0,1,2,1,0,0,0,0,0,6,0,0,1,0,3,0,2,1,1,0,0,0,4,0,2,0,0,1,0,3,1,1,0,18,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,13,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,1,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,9,1,34,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,0
47,1,0,0,0,1,9,0,0,0,0,0,0,3,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,15,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,12,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,3,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,0,2,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,1,0,0,4,2,0,0
48,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,3,4,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,28,1,2,1
49,0,0,0,0,0,5,2,5,0,0,1,0,2,0,2,0,0,1,0,9,2,0,0,5,0,0,0,0,1,2,0,2,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,1,0,0,11,0,0,1,0,0,1,0,3,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,1,11,0,0,0,21,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,0,0,4,3,0,0,0,0,0,5,0,2,0,5,2,0,1,0,0,0,12,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,2,2,2,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,7,0,0,0,1,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2
50,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,8,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,1,0,0,25,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,12,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,0,2,3,0,0,0,0,0,5,0,0,0,0,0,0,2,4,0,3,0,0,0,1,0,8,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1
51,0,0,1,0,0,4,0,0,0,0,0,0,5,0,3,0,40,0,0,1,3,1,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,0,5,2,1,0,0,2,0,2,0,0,0,1,1,0,0,1,1,0,0,1,0,2,0,0,0,0,9,2,3,1,0,0,0,0,0,0,0,0,3,1,0,17,0,2,17,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,31,0,1,1,35,0,0,0,0,0,0,1,0,1,0,1,2,0,0,2,3,2,0,2,0,1,1,1,0,0,0,0,10,0,0,1,1,1,0,1,0,0,0,28,1,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,18,0,6,7,1,0,0,0,0,1,6,0,0,0,1,0,0,5,7,20,19,1,0,0,1,0,1,0,0,0,0,5,0,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,1,0,12,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,8,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,2,2,0,2,0,0,1,0,0,0,1,0,4,0,0,1,5,0,0,7,1,1,0
52,0,0,0,0,0,0,1,1,0,0,3,0,1,0,1,0,0,0,0,5,7,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,7,0,0,0,0,0,0,0,2,1,0,3,2,1,2,0,0,0,0,8,0,0,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,0,1,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,20,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,21,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,8,1,0,0,1,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,3,0,0,0
54,0,2,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,1,0,2,2,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,3,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,2,0,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,0,0,19,1,0,0,0,0,2,0,0,1,0,1,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,14,1,1,0,0,1,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,11,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,4,2,0,0,7,0,5,4
55,0,0,3,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,8,0,0,0,5,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,9,0,0,0,0,0,0,1,0,0,1,4,1,0,0,6,1,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,14,3,3,13,1,0,0
56,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,2,3,3,1,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,6,1,0,0,0,0,0,1,0,0,1,1,1,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,25,12,0,1,0,0,0,0,0,0,1,0,1,0,10,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,2,2,0,1,0,0,0,2,0,0,0,0,0,0,2,9,0,6,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,14,1,0,0,0,0,0,1,0,1,0,0,1,0,2,0,2,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,1,1,1
57,1,0,0,0,0,16,2,0,0,0,0,0,5,0,0,0,0,2,1,15,2,0,0,0,0,0,0,0,0,53,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,4,1,0,2,0,1,0,0,0,1,18,0,0,0,0,0,0,0,0,1,1,0,4,0,1,0,18,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,3,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,5,0,1
58,1,0,0,0,2,1,0,0,0,0,0,0,3,0,1,0,0,1,0,7,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,5,1,1,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,1,1,2,0,13,0,1,0,23,29,0,0,1,0,0,1,2,0,4,0,3,0,8,0,5,3,0,2,0,0,0,0,0,0,0,1,4,0,0,2,2,1,1,0,0,0,0,15,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,11,0,0,0,0,0,1,2,0,2,0,0,0,3,0,3,0,1,0,0,2,7,0,6,0,1,0,0,0,4,3,2,0,0,1,1,0,0,4,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,5,0,33,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,12,2,1,1,1,0,2,0,0,0,0,0,0,3,0,1,1,0,0,12,0,2,0
59,0,0,0,0,0,3,0,0,0,0,0,2,4,0,1,0,0,2,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,1,36,2,0,1,0,7,2,0,0,0,0,0,1,0,0,0,1,3,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,25,29,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,4,0,1,0,0,0,2,1,0,0,1,3,0,0,0,1,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0
60,1,0,0,0,0,6,0,0,0,0,0,1,6,0,0,0,0,2,1,6,3,2,1,0,0,0,0,2,1,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,4,0,3,4,1,1,0,0,0,0,0,15,2,0,3,1,0,0,0,0,0,0,0,0,2,3,6,4,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,4,1,0,24,3,1,0,47,37,0,1,5,0,0,1,0,0,13,0,0,1,20,2,3,2,0,4,0,1,0,0,0,0,0,0,4,0,0,0,9,2,2,1,1,0,0,38,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,11,0,0,0,0,0,4,3,0,2,0,0,0,9,1,0,0,0,0,0,2,3,0,14,0,1,0,1,0,1,5,2,0,2,6,1,0,0,5,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,0,0,0,0,1,2,0,4,0,0,0,0,16,3,0,0,0,0,1,0,0,0,1,0,0,4,0,1,4,1,0,12,1,2,0
61,5,3,0,0,1,8,0,0,0,0,0,0,8,0,2,0,0,0,0,5,6,0,1,0,0,0,0,2,0,8,0,7,2,1,0,15,4,4,22,2,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,4,3,0,0,3,4,2,2,0,4,0,6,0,0,0,1,0,0,2,4,1,10,0,5,0,0,0,0,0,14,3,0,4,1,0,2,3,8,0,0,0,0,0,0,1,0,2,0,0,6,3,0,0,30,0,2,0,53,0,0,3,1,0,0,1,2,0,0,0,5,0,0,2,1,6,0,1,0,0,0,0,3,0,0,0,11,1,1,4,0,1,0,1,0,0,1,44,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,2,8,1,0,0,0,0,6,3,24,1,0,0,0,2,0,0,0,2,0,0,3,14,0,24,0,1,0,4,0,2,0,0,0,0,11,1,0,0,4,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,39,1,0,0,3,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,1,0,3,0,0,0,1,8,1,0,2,7,0,3,0,3,5,2,0,0,0,0,3,2,0,0,19,11,3,0
